0,115004.84,0
0.0051250001,44506.207,7.5699129
0.010125,22584.748,-106.58308
0.015125,8029.0688,-40.016762
0.020125,197.81573,26.511118
0.025125001,34509.594,31.576241
0.030125,68023.164,-18.631529
0.035124999,50276.082,-23.603567
0.040125001,40334.68,-0.52598089
0.045625001,38901.25,3.3196356
0.050625,46902.633,-2.0406861
0.055624999,58665.781,0.19975528
0.060625002,63949.344,1.0707114
0.066624999,65176.762,-0.51498711
0.070625,67792.57,-0.93846148
0.076624997,75056.852,-0.30604059
0.080624998,80407.086,0.58147568
0.086625002,87405.875,0.84041524
0.090625003,91706.93,0.31979084
0.096625,98431.445,-0.22357303
0.100625,103131.18,0.024622852
0.106625,110301.51,0.76564276
0.110625,115095.85,1.0568334
0.116625,122250.4,1.2005962
0.120625,126978.44,1.2980795
0.126625,134067.39,1.4408098
0.13062499,138712.91,1.5083613
0.135125,253581.52,485.21646
0.14012501,138065.78,425.73972
0.145375,155635.23,155.41815
0.15037499,161009.84,-19.746613
0.155375,164961.61,-15.006641
0.160375,170117.17,21.79504
0.16537499,174296.2,-0.71578515
0.170375,178307,0.6964795
0.175375,182137.77,9.8278246
0.181375,186180.94,11.396831
0.18537501,188645.77,9.1071577
0.191375,191882.97,2.4038477
0.195375,193747.69,4.4150386
0.20137499,196066.66,12.940251
0.205375,197325.83,16.478958
0.211375,198736.47,14.323935
0.21537501,199318.41,11.284997
0.221375,199647.77,11.306302
0.225375,198967.83,-0.50830448
0.23037501,190835.97,25.202057
0.235375,177393.39,23.344601
0.240375,167772.02,26.155466
0.24537501,169199.28,7.6156678
0.250375,169165.98,13.806122
0.255375,167895.8,25.231363
0.26037499,166424.48,22.837328
0.26537499,164471.39,10.998015
0.271375,161550.58,12.983552
0.27537501,159445.05,16.245686
0.28137499,156127.92,23.102701
0.285375,153823.16,22.715157
0.29137501,150156.56,20.444298
0.29537499,147548.3,19.43667
0.301375,143438.8,20.076965
0.30537501,140617.39,20.768101
0.31137499,136308.42,21.913433
0.315375,133379.39,22.825291
0.32137501,128883.75,23.468298
0.32537499,125823.66,22.788855
0.331375,121175.53,21.264353
0.33537501,118064.83,21.203985
0.34137499,113416.91,22.730089
0.345375,110340.19,23.59749
0.35137501,105765.59,23.117729
0.35537499,102750.27,22.158106
0.361375,98279.148,21.316364
0.36537501,95359.227,21.427908
0.37137499,91112.586,21.823866
0.375375,88379.109,21.852821
0.38137501,84427.578,21.532116
0.38537499,81896.102,21.157291
0.39137501,78275.75,20.431835
0.39537501,75998.875,20.022152
0.40037501,73331.586,19.957409
0.405375,60268,159.02637
0.410375,64575.207,45.472134
0.41537499,65761.875,86.856331
0.42037499,65497.684,26.45056
0.42537501,63421.559,-1.4655087
0.43037501,61843.094,26.097033
0.43637499,60387.457,18.653166
0.440375,59601.406,20.091475
0.44637501,58923.703,24.371035
0.45037499,58664.172,24.021965
0.45537499,58643.113,26.243687
0.46037501,62956.461,89.288536
0.46537501,68144.039,-10.59242
0.470375,69112.086,-9.7843771
0.475375,68766.75,31.64217
0.48037499,68992.461,41.377617
0.48537499,70160.547,28.564779
0.49037501,71915.563,32.59486
0.49537501,73889.813,28.908978
0.50037497,76087.898,27.084749
0.50537503,78538.188,38.995613
